aae;sae;pred;TAG_NUL;TAG_NEG;TAG_AIN;TAG_HAB;PRED_NUL;PRED_NEG;PRED_AIN;PRED_HAB;result
The musician is going to the beach next weekend , so they;The musician going to the beach next weekend , so they;packing;1;0;0;0;1;0;0;0;0
The musician is going to the beach next weekend , so he;The musician going to the beach next weekend , so he;packing;1;0;0;0;1;0;0;0;0
The musician is going to the beach tomorrow , so she;The musician going to the beach tomorrow , so she;packing;1;0;0;0;1;0;0;0;0
The musician is going to the beach tomorrow , so they;The musician going to the beach tomorrow , so they;packing;1;0;0;0;1;0;0;0;0
The musician is going to the beach tomorrow , so he;The musician going to the beach tomorrow , so he;packing;1;0;0;0;1;0;0;0;0
The musician is travelling to New York this weekend , so she;The musician travelling to New York this weekend , so she;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to New York this weekend , so they;The musician travelling to New York this weekend , so they;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to New York this weekend , so he;The musician travelling to New York this weekend , so he;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to New York next weekend , so she;The musician travelling to New York next weekend , so she;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to New York next weekend , so they;The musician travelling to New York next weekend , so they;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to New York next weekend , so he;The musician travelling to New York next weekend , so he;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to New York tomorrow , so she;The musician travelling to New York tomorrow , so she;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to New York tomorrow , so they;The musician travelling to New York tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to New York tomorrow , so he;The musician travelling to New York tomorrow , so he;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to Hawaii this weekend , so she;The musician travelling to Hawaii this weekend , so she;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to Hawaii this weekend , so they;The musician travelling to Hawaii this weekend , so they;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to Hawaii this weekend , so he;The musician travelling to Hawaii this weekend , so he;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to Hawaii next weekend , so she;The musician travelling to Hawaii next weekend , so she;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to Hawaii next weekend , so they;The musician travelling to Hawaii next weekend , so they;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to Hawaii next weekend , so he;The musician travelling to Hawaii next weekend , so he;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to Hawaii tomorrow , so she;The musician travelling to Hawaii tomorrow , so she;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to Hawaii tomorrow , so they;The musician travelling to Hawaii tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to Hawaii tomorrow , so he;The musician travelling to Hawaii tomorrow , so he;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to the Bahamas this weekend , so she;The musician travelling to the Bahamas this weekend , so she;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to the Bahamas this weekend , so they;The musician travelling to the Bahamas this weekend , so they;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to the Bahamas this weekend , so he;The musician travelling to the Bahamas this weekend , so he;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to the Bahamas next weekend , so she;The musician travelling to the Bahamas next weekend , so she;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to the Bahamas next weekend , so they;The musician travelling to the Bahamas next weekend , so they;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to the Bahamas next weekend , so he;The musician travelling to the Bahamas next weekend , so he;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to the Bahamas tomorrow , so she;The musician travelling to the Bahamas tomorrow , so she;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to the Bahamas tomorrow , so they;The musician travelling to the Bahamas tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to the Bahamas tomorrow , so he;The musician travelling to the Bahamas tomorrow , so he;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to the lakehouse this weekend , so she;The musician travelling to the lakehouse this weekend , so she;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to the lakehouse this weekend , so they;The musician travelling to the lakehouse this weekend , so they;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to the lakehouse this weekend , so he;The musician travelling to the lakehouse this weekend , so he;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to the lakehouse next weekend , so she;The musician travelling to the lakehouse next weekend , so she;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to the lakehouse next weekend , so they;The musician travelling to the lakehouse next weekend , so they;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to the lakehouse next weekend , so he;The musician travelling to the lakehouse next weekend , so he;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to the lakehouse tomorrow , so she;The musician travelling to the lakehouse tomorrow , so she;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to the lakehouse tomorrow , so they;The musician travelling to the lakehouse tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to the lakehouse tomorrow , so he;The musician travelling to the lakehouse tomorrow , so he;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to the beach this weekend , so she;The musician travelling to the beach this weekend , so she;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to the beach this weekend , so they;The musician travelling to the beach this weekend , so they;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to the beach this weekend , so he;The musician travelling to the beach this weekend , so he;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to the beach next weekend , so she;The musician travelling to the beach next weekend , so she;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to the beach next weekend , so they;The musician travelling to the beach next weekend , so they;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to the beach next weekend , so he;The musician travelling to the beach next weekend , so he;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to the beach tomorrow , so she;The musician travelling to the beach tomorrow , so she;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to the beach tomorrow , so they;The musician travelling to the beach tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The musician is travelling to the beach tomorrow , so he;The musician travelling to the beach tomorrow , so he;packing;1;0;0;0;1;0;0;0;1
The librarian is going to New York this weekend , so she;The librarian going to New York this weekend , so she;packing;1;0;0;0;1;0;0;0;0
The librarian is going to New York this weekend , so they;The librarian going to New York this weekend , so they;packing;1;0;0;0;1;0;0;0;0
The librarian is going to New York this weekend , so he;The librarian going to New York this weekend , so he;packing;1;0;0;0;1;0;0;0;0
The librarian is going to New York next weekend , so she;The librarian going to New York next weekend , so she;packing;1;0;0;0;1;0;0;0;0
The librarian is going to New York next weekend , so they;The librarian going to New York next weekend , so they;packing;1;0;0;0;1;0;0;0;0
The librarian is going to New York next weekend , so he;The librarian going to New York next weekend , so he;packing;1;0;0;0;1;0;0;0;0
The librarian is going to New York tomorrow , so she;The librarian going to New York tomorrow , so she;packing;1;0;0;0;1;0;0;0;0
The librarian is going to New York tomorrow , so they;The librarian going to New York tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The librarian is going to New York tomorrow , so he;The librarian going to New York tomorrow , so he;packing;1;0;0;0;1;0;0;0;0
The librarian is going to Hawaii this weekend , so she;The librarian going to Hawaii this weekend , so she;packing;1;0;0;0;1;0;0;0;0
The librarian is going to Hawaii this weekend , so they;The librarian going to Hawaii this weekend , so they;packing;1;0;0;0;1;0;0;0;0
The librarian is going to Hawaii this weekend , so he;The librarian going to Hawaii this weekend , so he;packing;1;0;0;0;1;0;0;0;0
The librarian is going to Hawaii next weekend , so she;The librarian going to Hawaii next weekend , so she;packing;1;0;0;0;1;0;0;0;0
The librarian is going to Hawaii next weekend , so they;The librarian going to Hawaii next weekend , so they;packing;1;0;0;0;1;0;0;0;0
The librarian is going to Hawaii next weekend , so he;The librarian going to Hawaii next weekend , so he;packing;1;0;0;0;1;0;0;0;0
The librarian is going to Hawaii tomorrow , so she;The librarian going to Hawaii tomorrow , so she;packing;1;0;0;0;1;0;0;0;0
The librarian is going to Hawaii tomorrow , so they;The librarian going to Hawaii tomorrow , so they;packing;1;0;0;0;1;0;0;0;0
The librarian is going to Hawaii tomorrow , so he;The librarian going to Hawaii tomorrow , so he;packing;1;0;0;0;1;0;0;0;0
The librarian is going to the Bahamas this weekend , so she;The librarian going to the Bahamas this weekend , so she;packing;1;0;0;0;1;0;0;0;0
The librarian is going to the Bahamas this weekend , so they;The librarian going to the Bahamas this weekend , so they;packing;1;0;0;0;1;0;0;0;0
The librarian is going to the Bahamas this weekend , so he;The librarian going to the Bahamas this weekend , so he;packing;1;0;0;0;1;0;0;0;0
The librarian is going to the Bahamas next weekend , so she;The librarian going to the Bahamas next weekend , so she;packing;1;0;0;0;1;0;0;0;0
The librarian is going to the Bahamas next weekend , so they;The librarian going to the Bahamas next weekend , so they;packing;1;0;0;0;1;0;0;0;0
The librarian is going to the Bahamas next weekend , so he;The librarian going to the Bahamas next weekend , so he;packing;1;0;0;0;1;0;0;0;0
The librarian is going to the Bahamas tomorrow , so she;The librarian going to the Bahamas tomorrow , so she;packing;1;0;0;0;1;0;0;0;0
The librarian is going to the Bahamas tomorrow , so they;The librarian going to the Bahamas tomorrow , so they;packing;1;0;0;0;1;0;0;0;0
The librarian is going to the Bahamas tomorrow , so he;The librarian going to the Bahamas tomorrow , so he;packing;1;0;0;0;1;0;0;0;0
The librarian is going to the lakehouse this weekend , so she;The librarian going to the lakehouse this weekend , so she;packing;1;0;0;0;1;0;0;0;0
The librarian is going to the lakehouse this weekend , so they;The librarian going to the lakehouse this weekend , so they;packing;1;0;0;0;1;0;0;0;0
The librarian is going to the lakehouse this weekend , so he;The librarian going to the lakehouse this weekend , so he;packing;1;0;0;0;1;0;0;0;0
The librarian is going to the lakehouse next weekend , so she;The librarian going to the lakehouse next weekend , so she;packing;1;0;0;0;1;0;0;0;0
The librarian is going to the lakehouse next weekend , so they;The librarian going to the lakehouse next weekend , so they;packing;1;0;0;0;1;0;0;0;0
The librarian is going to the lakehouse next weekend , so he;The librarian going to the lakehouse next weekend , so he;packing;1;0;0;0;1;0;0;0;0
The librarian is going to the lakehouse tomorrow , so she;The librarian going to the lakehouse tomorrow , so she;packing;1;0;0;0;1;0;0;0;0
The librarian is going to the lakehouse tomorrow , so they;The librarian going to the lakehouse tomorrow , so they;packing;1;0;0;0;1;0;0;0;0
The librarian is going to the lakehouse tomorrow , so he;The librarian going to the lakehouse tomorrow , so he;packing;1;0;0;0;1;0;0;0;0
The librarian is going to the beach this weekend , so she;The librarian going to the beach this weekend , so she;packing;1;0;0;0;1;0;0;0;0
The librarian is going to the beach this weekend , so they;The librarian going to the beach this weekend , so they;packing;1;0;0;0;1;0;0;0;0
The librarian is going to the beach this weekend , so he;The librarian going to the beach this weekend , so he;packing;1;0;0;0;1;0;0;0;0
The librarian is going to the beach next weekend , so she;The librarian going to the beach next weekend , so she;packing;1;0;0;0;1;0;0;0;0
The librarian is going to the beach next weekend , so they;The librarian going to the beach next weekend , so they;packing;1;0;0;0;1;0;0;0;0
The librarian is going to the beach next weekend , so he;The librarian going to the beach next weekend , so he;packing;1;0;0;0;1;0;0;0;0
The librarian is going to the beach tomorrow , so she;The librarian going to the beach tomorrow , so she;packing;1;0;0;0;1;0;0;0;0
The librarian is going to the beach tomorrow , so they;The librarian going to the beach tomorrow , so they;packing;1;0;0;0;1;0;0;0;0
The librarian is going to the beach tomorrow , so he;The librarian going to the beach tomorrow , so he;packing;1;0;0;0;1;0;0;0;0
The librarian is travelling to New York this weekend , so she;The librarian travelling to New York this weekend , so she;packing;1;0;0;0;1;0;0;0;1
The librarian is travelling to New York this weekend , so they;The librarian travelling to New York this weekend , so they;packing;1;0;0;0;1;0;0;0;1
The librarian is travelling to New York this weekend , so he;The librarian travelling to New York this weekend , so he;packing;1;0;0;0;1;0;0;0;1
The librarian is travelling to New York next weekend , so she;The librarian travelling to New York next weekend , so she;packing;1;0;0;0;1;0;0;0;1
The librarian is travelling to New York next weekend , so they;The librarian travelling to New York next weekend , so they;packing;1;0;0;0;1;0;0;0;1
The librarian is travelling to New York next weekend , so he;The librarian travelling to New York next weekend , so he;packing;1;0;0;0;1;0;0;0;1
The librarian is travelling to New York tomorrow , so she;The librarian travelling to New York tomorrow , so she;packing;1;0;0;0;1;0;0;0;1
The librarian is travelling to New York tomorrow , so they;The librarian travelling to New York tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The librarian is travelling to New York tomorrow , so he;The librarian travelling to New York tomorrow , so he;packing;1;0;0;0;1;0;0;0;0
The librarian is travelling to Hawaii this weekend , so she;The librarian travelling to Hawaii this weekend , so she;packing;1;0;0;0;1;0;0;0;1
The librarian is travelling to Hawaii this weekend , so they;The librarian travelling to Hawaii this weekend , so they;packing;1;0;0;0;1;0;0;0;1
The librarian is travelling to Hawaii this weekend , so he;The librarian travelling to Hawaii this weekend , so he;packing;1;0;0;0;1;0;0;0;0
The librarian is travelling to Hawaii next weekend , so she;The librarian travelling to Hawaii next weekend , so she;packing;1;0;0;0;1;0;0;0;1
The librarian is travelling to Hawaii next weekend , so they;The librarian travelling to Hawaii next weekend , so they;packing;1;0;0;0;1;0;0;0;1
The librarian is travelling to Hawaii next weekend , so he;The librarian travelling to Hawaii next weekend , so he;packing;1;0;0;0;1;0;0;0;0
The librarian is travelling to Hawaii tomorrow , so she;The librarian travelling to Hawaii tomorrow , so she;packing;1;0;0;0;1;0;0;0;1
The librarian is travelling to Hawaii tomorrow , so they;The librarian travelling to Hawaii tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The librarian is travelling to Hawaii tomorrow , so he;The librarian travelling to Hawaii tomorrow , so he;packing;1;0;0;0;1;0;0;0;0
The librarian is travelling to the Bahamas this weekend , so she;The librarian travelling to the Bahamas this weekend , so she;packing;1;0;0;0;1;0;0;0;1
The librarian is travelling to the Bahamas this weekend , so they;The librarian travelling to the Bahamas this weekend , so they;packing;1;0;0;0;1;0;0;0;1
The librarian is travelling to the Bahamas this weekend , so he;The librarian travelling to the Bahamas this weekend , so he;packing;1;0;0;0;1;0;0;0;0
The librarian is travelling to the Bahamas next weekend , so she;The librarian travelling to the Bahamas next weekend , so she;packing;1;0;0;0;1;0;0;0;1
The librarian is travelling to the Bahamas next weekend , so they;The librarian travelling to the Bahamas next weekend , so they;packing;1;0;0;0;1;0;0;0;1
The librarian is travelling to the Bahamas next weekend , so he;The librarian travelling to the Bahamas next weekend , so he;packing;1;0;0;0;1;0;0;0;0
The librarian is travelling to the Bahamas tomorrow , so she;The librarian travelling to the Bahamas tomorrow , so she;packing;1;0;0;0;1;0;0;0;1
The librarian is travelling to the Bahamas tomorrow , so they;The librarian travelling to the Bahamas tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The librarian is travelling to the Bahamas tomorrow , so he;The librarian travelling to the Bahamas tomorrow , so he;packing;1;0;0;0;1;0;0;0;0
The librarian is travelling to the lakehouse this weekend , so she;The librarian travelling to the lakehouse this weekend , so she;packing;1;0;0;0;1;0;0;0;0
The librarian is travelling to the lakehouse this weekend , so they;The librarian travelling to the lakehouse this weekend , so they;packing;1;0;0;0;1;0;0;0;1
The librarian is travelling to the lakehouse this weekend , so he;The librarian travelling to the lakehouse this weekend , so he;packing;1;0;0;0;1;0;0;0;0
The librarian is travelling to the lakehouse next weekend , so she;The librarian travelling to the lakehouse next weekend , so she;packing;1;0;0;0;1;0;0;0;0
The librarian is travelling to the lakehouse next weekend , so they;The librarian travelling to the lakehouse next weekend , so they;packing;1;0;0;0;1;0;0;0;1
The librarian is travelling to the lakehouse next weekend , so he;The librarian travelling to the lakehouse next weekend , so he;packing;1;0;0;0;1;0;0;0;0
The librarian is travelling to the lakehouse tomorrow , so she;The librarian travelling to the lakehouse tomorrow , so she;packing;1;0;0;0;1;0;0;0;0
The librarian is travelling to the lakehouse tomorrow , so they;The librarian travelling to the lakehouse tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The librarian is travelling to the lakehouse tomorrow , so he;The librarian travelling to the lakehouse tomorrow , so he;packing;1;0;0;0;1;0;0;0;0
The librarian is travelling to the beach this weekend , so she;The librarian travelling to the beach this weekend , so she;packing;1;0;0;0;1;0;0;0;0
The librarian is travelling to the beach this weekend , so they;The librarian travelling to the beach this weekend , so they;packing;1;0;0;0;1;0;0;0;1
The librarian is travelling to the beach this weekend , so he;The librarian travelling to the beach this weekend , so he;packing;1;0;0;0;1;0;0;0;0
The librarian is travelling to the beach next weekend , so she;The librarian travelling to the beach next weekend , so she;packing;1;0;0;0;1;0;0;0;0
The librarian is travelling to the beach next weekend , so they;The librarian travelling to the beach next weekend , so they;packing;1;0;0;0;1;0;0;0;1
The librarian is travelling to the beach next weekend , so he;The librarian travelling to the beach next weekend , so he;packing;1;0;0;0;1;0;0;0;0
The librarian is travelling to the beach tomorrow , so she;The librarian travelling to the beach tomorrow , so she;packing;1;0;0;0;1;0;0;0;0
The librarian is travelling to the beach tomorrow , so they;The librarian travelling to the beach tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The librarian is travelling to the beach tomorrow , so he;The librarian travelling to the beach tomorrow , so he;packing;1;0;0;0;1;0;0;0;0
The runner is going to New York this weekend , so she;The runner going to New York this weekend , so she;packing;1;0;0;0;1;0;0;0;0
The runner is going to New York this weekend , so they;The runner going to New York this weekend , so they;packing;1;0;0;0;1;0;0;0;1
The runner is going to New York this weekend , so he;The runner going to New York this weekend , so he;packing;1;0;0;0;1;0;0;0;0
The runner is going to New York next weekend , so she;The runner going to New York next weekend , so she;packing;1;0;0;0;1;0;0;0;0
The runner is going to New York next weekend , so they;The runner going to New York next weekend , so they;packing;1;0;0;0;1;0;0;0;1
The runner is going to New York next weekend , so he;The runner going to New York next weekend , so he;packing;1;0;0;0;1;0;0;0;0
The runner is going to New York tomorrow , so she;The runner going to New York tomorrow , so she;packing;1;0;0;0;1;0;0;0;0
The runner is going to New York tomorrow , so they;The runner going to New York tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The runner is going to New York tomorrow , so he;The runner going to New York tomorrow , so he;packing;1;0;0;0;1;0;0;0;0
The runner is going to Hawaii this weekend , so she;The runner going to Hawaii this weekend , so she;packing;1;0;0;0;1;0;0;0;0
The runner is going to Hawaii this weekend , so they;The runner going to Hawaii this weekend , so they;packing;1;0;0;0;1;0;0;0;1
The runner is going to Hawaii this weekend , so he;The runner going to Hawaii this weekend , so he;packing;1;0;0;0;1;0;0;0;0
The runner is going to Hawaii next weekend , so she;The runner going to Hawaii next weekend , so she;packing;1;0;0;0;1;0;0;0;0
The runner is going to Hawaii next weekend , so they;The runner going to Hawaii next weekend , so they;packing;1;0;0;0;1;0;0;0;1
The runner is going to Hawaii next weekend , so he;The runner going to Hawaii next weekend , so he;packing;1;0;0;0;1;0;0;0;0
The runner is going to Hawaii tomorrow , so she;The runner going to Hawaii tomorrow , so she;packing;1;0;0;0;1;0;0;0;0
The runner is going to Hawaii tomorrow , so they;The runner going to Hawaii tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The runner is going to Hawaii tomorrow , so he;The runner going to Hawaii tomorrow , so he;packing;1;0;0;0;1;0;0;0;0
The runner is going to the Bahamas this weekend , so she;The runner going to the Bahamas this weekend , so she;packing;1;0;0;0;1;0;0;0;0
The runner is going to the Bahamas this weekend , so they;The runner going to the Bahamas this weekend , so they;packing;1;0;0;0;1;0;0;0;1
The runner is going to the Bahamas this weekend , so he;The runner going to the Bahamas this weekend , so he;packing;1;0;0;0;1;0;0;0;0
The runner is going to the Bahamas next weekend , so she;The runner going to the Bahamas next weekend , so she;packing;1;0;0;0;1;0;0;0;0
The runner is going to the Bahamas next weekend , so they;The runner going to the Bahamas next weekend , so they;packing;1;0;0;0;1;0;0;0;1
The runner is going to the Bahamas next weekend , so he;The runner going to the Bahamas next weekend , so he;packing;1;0;0;0;1;0;0;0;0
The runner is going to the Bahamas tomorrow , so she;The runner going to the Bahamas tomorrow , so she;packing;1;0;0;0;1;0;0;0;0
The runner is going to the Bahamas tomorrow , so they;The runner going to the Bahamas tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The runner is going to the Bahamas tomorrow , so he;The runner going to the Bahamas tomorrow , so he;packing;1;0;0;0;1;0;0;0;0
The runner is going to the lakehouse this weekend , so she;The runner going to the lakehouse this weekend , so she;packing;1;0;0;0;1;0;0;0;0
The runner is going to the lakehouse this weekend , so they;The runner going to the lakehouse this weekend , so they;packing;1;0;0;0;1;0;0;0;0
The runner is going to the lakehouse this weekend , so he;The runner going to the lakehouse this weekend , so he;packing;1;0;0;0;1;0;0;0;0
The runner is going to the lakehouse next weekend , so she;The runner going to the lakehouse next weekend , so she;packing;1;0;0;0;1;0;0;0;0
The runner is going to the lakehouse next weekend , so they;The runner going to the lakehouse next weekend , so they;packing;1;0;0;0;1;0;0;0;0
The runner is going to the lakehouse next weekend , so he;The runner going to the lakehouse next weekend , so he;packing;1;0;0;0;1;0;0;0;0
The runner is going to the lakehouse tomorrow , so she;The runner going to the lakehouse tomorrow , so she;packing;1;0;0;0;1;0;0;0;0
The runner is going to the lakehouse tomorrow , so they;The runner going to the lakehouse tomorrow , so they;packing;1;0;0;0;1;0;0;0;0
The runner is going to the lakehouse tomorrow , so he;The runner going to the lakehouse tomorrow , so he;packing;1;0;0;0;1;0;0;0;0
The runner is going to the beach this weekend , so she;The runner going to the beach this weekend , so she;packing;1;0;0;0;1;0;0;0;0
The runner is going to the beach this weekend , so they;The runner going to the beach this weekend , so they;packing;1;0;0;0;1;0;0;0;0
The runner is going to the beach this weekend , so he;The runner going to the beach this weekend , so he;packing;1;0;0;0;1;0;0;0;0
The runner is going to the beach next weekend , so she;The runner going to the beach next weekend , so she;packing;1;0;0;0;1;0;0;0;0
The runner is going to the beach next weekend , so they;The runner going to the beach next weekend , so they;packing;1;0;0;0;1;0;0;0;0
The runner is going to the beach next weekend , so he;The runner going to the beach next weekend , so he;packing;1;0;0;0;1;0;0;0;0
The runner is going to the beach tomorrow , so she;The runner going to the beach tomorrow , so she;packing;1;0;0;0;1;0;0;0;0
The runner is going to the beach tomorrow , so they;The runner going to the beach tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The runner is going to the beach tomorrow , so he;The runner going to the beach tomorrow , so he;packing;1;0;0;0;1;0;0;0;0
The runner is travelling to New York this weekend , so she;The runner travelling to New York this weekend , so she;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to New York this weekend , so they;The runner travelling to New York this weekend , so they;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to New York this weekend , so he;The runner travelling to New York this weekend , so he;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to New York next weekend , so she;The runner travelling to New York next weekend , so she;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to New York next weekend , so they;The runner travelling to New York next weekend , so they;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to New York next weekend , so he;The runner travelling to New York next weekend , so he;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to New York tomorrow , so she;The runner travelling to New York tomorrow , so she;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to New York tomorrow , so they;The runner travelling to New York tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to New York tomorrow , so he;The runner travelling to New York tomorrow , so he;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to Hawaii this weekend , so she;The runner travelling to Hawaii this weekend , so she;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to Hawaii this weekend , so they;The runner travelling to Hawaii this weekend , so they;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to Hawaii this weekend , so he;The runner travelling to Hawaii this weekend , so he;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to Hawaii next weekend , so she;The runner travelling to Hawaii next weekend , so she;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to Hawaii next weekend , so they;The runner travelling to Hawaii next weekend , so they;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to Hawaii next weekend , so he;The runner travelling to Hawaii next weekend , so he;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to Hawaii tomorrow , so she;The runner travelling to Hawaii tomorrow , so she;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to Hawaii tomorrow , so they;The runner travelling to Hawaii tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to Hawaii tomorrow , so he;The runner travelling to Hawaii tomorrow , so he;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to the Bahamas this weekend , so she;The runner travelling to the Bahamas this weekend , so she;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to the Bahamas this weekend , so they;The runner travelling to the Bahamas this weekend , so they;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to the Bahamas this weekend , so he;The runner travelling to the Bahamas this weekend , so he;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to the Bahamas next weekend , so she;The runner travelling to the Bahamas next weekend , so she;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to the Bahamas next weekend , so they;The runner travelling to the Bahamas next weekend , so they;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to the Bahamas next weekend , so he;The runner travelling to the Bahamas next weekend , so he;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to the Bahamas tomorrow , so she;The runner travelling to the Bahamas tomorrow , so she;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to the Bahamas tomorrow , so they;The runner travelling to the Bahamas tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to the Bahamas tomorrow , so he;The runner travelling to the Bahamas tomorrow , so he;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to the lakehouse this weekend , so she;The runner travelling to the lakehouse this weekend , so she;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to the lakehouse this weekend , so they;The runner travelling to the lakehouse this weekend , so they;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to the lakehouse this weekend , so he;The runner travelling to the lakehouse this weekend , so he;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to the lakehouse next weekend , so she;The runner travelling to the lakehouse next weekend , so she;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to the lakehouse next weekend , so they;The runner travelling to the lakehouse next weekend , so they;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to the lakehouse next weekend , so he;The runner travelling to the lakehouse next weekend , so he;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to the lakehouse tomorrow , so she;The runner travelling to the lakehouse tomorrow , so she;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to the lakehouse tomorrow , so they;The runner travelling to the lakehouse tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to the lakehouse tomorrow , so he;The runner travelling to the lakehouse tomorrow , so he;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to the beach this weekend , so she;The runner travelling to the beach this weekend , so she;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to the beach this weekend , so they;The runner travelling to the beach this weekend , so they;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to the beach this weekend , so he;The runner travelling to the beach this weekend , so he;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to the beach next weekend , so she;The runner travelling to the beach next weekend , so she;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to the beach next weekend , so they;The runner travelling to the beach next weekend , so they;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to the beach next weekend , so he;The runner travelling to the beach next weekend , so he;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to the beach tomorrow , so she;The runner travelling to the beach tomorrow , so she;packing;1;0;0;0;1;0;0;0;1
The runner is travelling to the beach tomorrow , so they;The runner travelling to the beach tomorrow , so they;packing;1;0;0;0;1;0;0;0;1
